Time,ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C:WINDSOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C:WINDSOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C:WINDSOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C:WINDSOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 1:WINDSOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 1:WINDSOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 1:WINDSOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 1:WINDSOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 2:WINDSOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 2:WINDSOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 2:WINDSOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ALL_ST=SALES AREA_FL=BUILDING STORY 1_SCH=C 2:WINDSOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
22:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.488151E+02,0.000000E+00,2.942385E-02,0.000000E+00,7.501132E+02,0.000000E+00,2.951166E-02,0.000000E+00
22:10:00,9.872810E+02,0.000000E+00,3.899496E-02,0.000000E+00,1.186924E+03,0.000000E+00,4.660897E-02,0.000000E+00,1.495918E+03,0.000000E+00,5.877958E-02,0.000000E+00
22:20:00,4.464595E+03,0.000000E+00,1.754028E-01,0.000000E+00,1.662285E+03,0.000000E+00,6.525510E-02,0.000000E+00,2.306610E+03,0.000000E+00,9.057932E-02,0.000000E+00
22:30:00,6.525520E+03,0.000000E+00,2.562409E-01,0.000000E+00,2.172233E+03,0.000000E+00,8.525721E-02,0.000000E+00,3.175693E+03,0.000000E+00,1.246684E-01,0.000000E+00
22:40:00,8.973166E+03,0.000000E+00,3.522502E-01,0.000000E+00,2.559742E+03,0.000000E+00,1.004522E-01,0.000000E+00,4.083336E+03,0.000000E+00,1.602698E-01,0.000000E+00
22:50:00,1.164449E+04,0.000000E+00,4.570325E-01,0.000000E+00,2.857598E+03,0.000000E+00,1.120979E-01,0.000000E+00,4.772670E+03,0.000000E+00,1.872560E-01,0.000000E+00
23:00:00,1.442088E+04,0.000000E+00,5.659352E-01,0.000000E+00,3.093121E+03,0.000000E+00,1.213247E-01,0.000000E+00,5.228815E+03,0.000000E+00,2.051104E-01,0.000000E+00
23:10:00,1.632300E+04,0.000000E+00,6.402757E-01,0.000000E+00,3.247181E+03,0.000000E+00,1.273663E-01,0.000000E+00,5.460985E+03,0.000000E+00,2.142022E-01,0.000000E+00
23:20:00,1.583226E+04,0.000000E+00,6.210144E-01,0.000000E+00,3.377103E+03,0.000000E+00,1.324611E-01,0.000000E+00,5.643481E+03,0.000000E+00,2.213588E-01,0.000000E+00
23:30:00,1.684194E+04,0.000000E+00,6.606189E-01,0.000000E+00,3.483127E+03,0.000000E+00,1.366193E-01,0.000000E+00,5.779863E+03,0.000000E+00,2.267075E-01,0.000000E+00
23:40:00,1.753740E+04,0.000000E+00,6.878953E-01,0.000000E+00,3.572599E+03,0.000000E+00,1.401282E-01,0.000000E+00,5.887670E+03,0.000000E+00,2.309356E-01,0.000000E+00
23:50:00,1.807233E+04,0.000000E+00,7.088761E-01,0.000000E+00,3.647342E+03,0.000000E+00,1.430595E-01,0.000000E+00,5.975001E+03,0.000000E+00,2.343607E-01,0.000000E+00
24:00:00,1.855639E+04,0.000000E+00,7.278617E-01,0.000000E+00,3.709549E+03,0.000000E+00,1.454992E-01,0.000000E+00,6.045811E+03,0.000000E+00,2.371378E-01,0.000000E+00
Peak,3.491776E+04,3.151014E+04,1.524772E+00,2.806918E+00,5.891631E+03,1.185636E+04,2.700265E-01,9.627600E-01,8.952091E+03,1.618234E+04,3.917055E-01,1.441545E+00

Peak Vol Flow (m3/s),,,1.294943E+00,2.383830E+00,,,2.293253E-01,8.176430E-01,,,3.326637E-01,1.224260E+00
