Time,ALL_ST=OFFICE ENCLOSED <= 25 M2_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ALL_ST=OFFICE ENCLOSED <= 25 M2_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ALL_ST=OFFICE ENCLOSED <= 25 M2_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ALL_ST=OFFICE ENCLOSED <= 25 M2_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ALL_ST=WAREHOUSE STORAGE AREA MEDIUM TO BULKY PALLETIZED ITEMS_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ALL_ST=WAREHOUSE STORAGE AREA MEDIUM TO BULKY PALLETIZED ITEMS_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ALL_ST=WAREHOUSE STORAGE AREA MEDIUM TO BULKY PALLETIZED ITEMS_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ALL_ST=WAREHOUSE STORAGE AREA MEDIUM TO BULKY PALLETIZED ITEMS_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s],ALL_ST=WAREHOUSE STORAGE AREA SMALL HAND-CARRIED ITEMS(4)_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],ALL_ST=WAREHOUSE STORAGE AREA SMALL HAND-CARRIED ITEMS(4)_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],ALL_ST=WAREHOUSE STORAGE AREA SMALL HAND-CARRIED ITEMS(4)_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],ALL_ST=WAREHOUSE STORAGE AREA SMALL HAND-CARRIED ITEMS(4)_FL=BUILDING STORY 1_SCH=A:MONTREAL-TRUDEAU INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
21:30:00,1.425380E+03,9.207455E+02,6.656300E-02,8.201386E-02,3.088108E+04,1.752749E+02,1.442042E+00,1.561185E-02,1.479667E+04,1.209505E+03,6.830602E-01,1.077362E-01
21:40:00,9.500676E+02,6.053479E+02,4.436661E-02,5.392033E-02,2.058888E+04,5.446699E+01,9.614307E-01,4.851410E-03,1.213886E+04,7.701282E+02,5.446954E-01,6.859885E-02
21:50:00,4.749263E+02,2.986235E+02,2.217826E-02,2.659937E-02,1.029506E+04,0.000000E+00,4.807445E-01,0.000000E+00,9.800696E+03,3.687463E+02,4.188291E-01,3.284590E-02
22:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.883219E+03,0.000000E+00,3.094566E-01,0.000000E+00
22:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.067997E+04,0.000000E+00,4.191576E-01,0.000000E+00
22:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.358720E+04,0.000000E+00,5.331903E-01,0.000000E+00
22:30:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.551840E+04,0.000000E+00,6.087309E-01,0.000000E+00
22:40:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.669468E+04,0.000000E+00,6.548377E-01,0.000000E+00
22:50:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.098178E+03,0.000000E+00,2.792175E-01,0.000000E+00,1.762598E+04,0.000000E+00,6.913634E-01,0.000000E+00
23:00:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.890293E+04,0.000000E+00,7.422683E-01,0.000000E+00,1.819900E+04,0.000000E+00,7.138356E-01,0.000000E+00
23:10:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.528456E+04,0.000000E+00,9.925867E-01,0.000000E+00,1.875394E+04,0.000000E+00,7.355921E-01,0.000000E+00
23:20:00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.325361E+04,0.000000E+00,1.305179E+00,0.000000E+00,1.925340E+04,0.000000E+00,7.551728E-01,0.000000E+00
23:30:00,8.327410E+01,0.000000E+00,3.268377E-03,0.000000E+00,4.135539E+04,0.000000E+00,1.622975E+00,0.000000E+00,1.969869E+04,0.000000E+00,7.726269E-01,0.000000E+00
23:40:00,1.316223E+02,0.000000E+00,5.164916E-03,0.000000E+00,4.953458E+04,0.000000E+00,1.943807E+00,0.000000E+00,2.009561E+04,0.000000E+00,7.881842E-01,0.000000E+00
23:50:00,1.986367E+02,0.000000E+00,7.793669E-03,0.000000E+00,5.067853E+04,0.000000E+00,1.987890E+00,0.000000E+00,2.044773E+04,0.000000E+00,8.019858E-01,0.000000E+00
24:00:00,2.742325E+02,0.000000E+00,1.075904E-02,0.000000E+00,4.716311E+04,0.000000E+00,1.849991E+00,0.000000E+00,2.076271E+04,0.000000E+00,8.143303E-01,0.000000E+00
Peak,6.654831E+03,5.669611E+03,3.054691E-01,5.050551E-01,1.169893E+05,7.748886E+04,5.280341E+00,6.902319E+00,3.828400E+04,3.469708E+04,1.769261E+00,3.091015E+00

Peak Vol Flow (m3/s),,,2.547322E-01,4.211680E-01,,,4.403303E+00,5.755878E+00,,,1.475395E+00,2.577613E+00
